"","Group","PB","M0","F.Halibut.HookLine","F.Crab.Pots","F.Herring.Fleet","F.Salmon.Fleet","F.Subsistence.FIshery","F.Flatfish.Trawl","F.Other.Groundfish.Trawl","F.P..Cod.HookLine","F.P..Cod.Pot","F.P..Cod.Trawl","F.Pollock.Trawl","F.Rockfish.Trawl","F.Sablefish.HookLine","F.shrimp.trawl","M2.Transient.Killers","M2.Sperm.and.Beaked.Whales","M2.Resident.Killers","M2.Porpoises","M2.Gray.Whales","M2.Humpbacks","M2.Fin.Whales","M2.Sei.whales","M2.Right.whales","M2.Minke.whales","M2.Sea.Otters","M2.N..Fur.Seal_Juv","M2.N..Fur.Seal","M2.Steller.Sea.Lion_Juv","M2.Steller.Sea.Lion","M2.Resident.seals","M2.Shearwater","M2.Murres","M2.Kittiwakes","M2.Auklets","M2.Puffins","M2.Fulmars","M2.Storm.Petrels","M2.Cormorants","M2.Gulls","M2.Albatross.Jaeger","M2.Sleeper.shark","M2.Salmon.shark","M2.Dogfish","M2.W..Pollock_Juv","M2.W..Pollock","M2.P..Cod_Juv","M2.P..Cod","M2.Herring_Juv","M2.Herring","M2.Arrowtooth_Juv","M2.Arrowtooth","M2.P..Halibut_Juv","M2.P..Halibut","M2.YF..Sole","M2.FH..Sole_Juv","M2.FH..Sole","M2.N..Rock.sole","M2.S..Rock.sole","M2.AK.Plaice","M2.Dover.Sole","M2.Rex.Sole","M2.Misc..Flatfish","M2.Other.skates","M2.Longnose.skate","M2.Big.skate","M2.Sablefish_Juv","M2.Sablefish","M2.Eelpouts","M2.Grenadiers","M2.Misc..fish.deep","M2.POP_Juv","M2.POP","M2.Sharpchin.Rock","M2.Northern.Rock","M2.Dusky.Rock","M2.Shortraker.Rock","M2.Rougheye.Rock","M2.Shortspine.Thorns_Juv","M2.Shortspine.Thorns","M2.Other.Sebastes","M2.Atka.mackerel_Juv","M2.Atka.mackerel","M2.Greenlings","M2.Lg..Sculpins","M2.Other.sculpins","M2.Misc..fish.shallow","M2.Octopi","M2.Squids","M2.Salmon.returning","M2.Salmon.outgoing","M2.Bathylagidae","M2.Myctophidae","M2.Capelin","M2.Sandlance","M2.Eulachon","M2.Oth..managed.forage","M2.Oth..pelagic.smelt","M2.Bairdi","M2.King.Crab","M2.Misc..crabs","M2.Pandalidae","M2.NP.shrimp","M2.Sea.stars","M2.Brittle.stars","M2.Urchins.dollars.cucumbers","M2.Snails","M2.Hermit.crabs","M2.Misc..Crustacean","M2.Benthic.Amphipods","M2.Anemones","M2.Corals","M2.Hydroids","M2.Urochordata","M2.Sea.Pens","M2.Sponges","M2.Bivalves","M2.Polychaetes","M2.Misc..worms","M2.Scyphozoid.Jellies","M2.Fish.Larvae","M2.Chaetognaths","M2.Euphausiids","M2.Mysids","M2.Pelagic.Amphipods","M2.Gelatinous.filter.feeders","M2.Pteropods","M2.Copepods","M2.Pelagic.microbes","M2.Benthic.microbes","M2.Macroalgae","M2.Lg.Phytoplankton","M2.Sm.Phytoplankton","M2.Outside.Production"
"32","P. Cod_Juv",2.026288,0.39418113458346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494080789052928,0,0,0,0,0,0,0,0.00294228043973458,0.0000751460819134725,0,0.00024062830264745,0,0.000604119135503315,0,0.531443203535414,0.0246011728190396,0.0000943374631402501,0.0594438784008168,0.0197417557340817,0.000609535947047034,0.0000188761893845735,0.0000896202586462611,0.000774397087004342,0,0,0.00495204550636542,0,0.00643492774228657,0,0,0,0,0,0.388674004854637,0,0,0,0,0,0,0.0221717017641245,0,0,0,0,0.0000530779648426273,0.00207206101990994,0.00131567537489318,0,0.0345827967194054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000577713921231236,0.530671765147184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"33","P. Cod",0.42,0.197702198776263,0.00663337040564688,0,0,0,0.000093352449794112,0.00596793628549806,0.00201306906960483,0.0250433933108693,0.0245515353117383,0.109731770061493,0.00425078341040346,0.000996382212195592,0.00115985528848782,0,0,0.00699320718298082,0.000494072711910126,0,0,0,0,0,0,0,0,0.0000751462002611648,0.0010970486479589,0.000240628534535638,0.00642981773988588,0.000604119613870175,0,0,0,0,0,0,0,0,0,0,0,0,0.00495204898153892,0,0.000161562752108518,0,0.000118479,0,0,0,0.000721685081771874,0,0.0164114897777978,0,0,0,0,0,0,0,0,0,0.0000530784858369183,0.00207206223553705,0.00131567647524308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116229996764738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"34","Herring_Juv",1.5,0.0322098774085632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494072490467574,0,0,0.0443735983049055,0.0291373869443059,0.00049063979907379,0,0.0009075140448636,0.00294228142509024,0.000648019387510317,0,0.000505279632333054,0,0.0139525287552753,0,0.000825767804097493,0.0129156820161289,0,0,0,0,0.00880988565260798,0,0.000774397547948573,0,0,0,0,0,0,0.00333492391478724,0,0,0,1.26274536133958,0,0,0,0,0,0,0,0,0,0,0,0.0000530784594652105,0.00207206152438256,0.00131567596840709,0,0.0788049351030332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192525698640923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000761775490912365,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"35","Herring",0.32,0.0668263989313271,0,0,0.0616147644444444,0,0.0000766707777777778,0.000000339,0,0,0.0000000208888888888889,0.000000164222222222222,0.0000428315555555556,0.000000381888888888889,0,0,0,0,0.000494072496741977,0,0,0,0,0,0,0,0.0029422823351859,0.000648019414440425,0.013656171959398,0.000505279787443719,0.0182672842955566,0.0139525251676536,0,0,0,0,0,0,0,0,0,0,0,0.0009225208,0.0433119937133333,0,0.00490578379704,0,0,0,0,0,0.072575835238872,0,0.0136421440377933,0,0,0,0,0,0,0,0,0,0.0000530784152012,0.00207206232848356,0.00131567624,0,0.0000200415226928889,0.00175546283329383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003981939077666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"36","Arrowtooth_Juv",1.5,0.599384192645894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494072590041006,0,0,0,0,0,0,0,0,0.0000751460787625927,0,0.000329967259198557,0,0.0000700119253389087,0,0,0,0,0,0,0,0,0,0,0.000177708237970879,0,0.00307143309759542,0.230539993927049,0.149387598252043,0,0.00551292279137443,0,0,0,0.36054790783529,0,0.0550761956774973,0,0,0,0,0,0,0,0,0,0.0000530957358512711,0.00261093589730158,0.00400294749859375,0,0,0,0,0,0,0.0751462141618018,0,0.0135196563873147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"37","Arrowtooth",0.26,0.199229210611069,0.00040165328153042,0,0,0,0.0000000510017305211454,0.00629055725763643,0.00063112274387576,0.000124835362910869,0.00000179475453878117,0.00174089872297979,0.000563993662675144,0.00137160786900688,0.000678976795339819,0,0,0,0.00049407260855441,0,0,0,0,0,0,0,0,0.0000751461894091006,0.00109704851085272,0.000329967275440597,0.00817917652676452,0.000069992551172384,0,0,0,0,0,0,0,0,0,0,0.00617159696474742,0,0.00307143160631821,0,0.000298105370060822,0,0.0070683243894789,0,0,0,0.00539227008,0,0.0100401454648519,0,0,0,0,0,0,0,0,0,0.0000530784485952812,0.00261093616527266,0.004002947036411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000110587487798239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"38","P. Halibut_Juv",0.7,0.0971598844952897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494071838324606,0,0,0,0,0,0,0,0.00294018125009506,0.0000748721669187476,0,0.0000624207917491338,0,0.0000699932001514628,0,0,0,0,0,0,0,0,0,0,0.000177430705379991,0.493281142463868,0.00307078315249836,0,0,0,0.00501362356345986,0,0,0,0.024469782982817,0,0.00707172298312122,0,0,0,0,0.0178313390230919,0.000472432903442297,0,0,0,0.0000530995129147924,0.00261093679974372,0.00400533474274981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410695501150458,0,0.000071397307770549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"39","P. Halibut",0.19,0.0983926634117193,0.0548362432111259,0,0,0,0.00101595508782273,0.00240685737146377,0.00000663437660797781,0.0011991872432993,0.0000301130568784931,0.000961926375507809,0.000225285339979971,0.000962527125886485,0.00304997348275985,0,0,0,0.000494072645962458,0,0,0,0,0,0,0,0,0.0000751462110099742,0.00109704877024703,0.0000624208423702074,0.00153050466635882,0.0000699925629158961,0,0,0,0,0,0,0,0,0,0,0.000177708170798768,0.0136578381145518,0.00307143218898245,0,0,0,0.00000713109026415909,0,0,0,0,0,0.000002376,0,0,0,0,0,0,0,0,0,0.0000530784639149448,0.00261093668317359,0.00400294750639243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"40","YF. Sole",0.2,0.165646394127181,0,0,0,0,0.00000011769997435822,0.000845785290025348,0.0000230460753363907,0,0.000000374538132689907,0.00012243151332742,0.0000220737894767816,0,0,0,0,0,0.000494072505481174,0,0,0,0,0,0,0,0,0.0000751461451219735,0.00109704900263713,0.0000549852664555495,0.00133773426307853,0.0000699925694702721,0,0,0,0,0,0,0,0,0,0,0.00017770811648262,0,0.00307143132566927,0,0,0,0,0,0,0,0.000495654764990983,0,0.000320444328164343,0,0,0,0,0,0,0,0,0,0.000053078368597815,0.00261093536224572,0.00400294690470085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194785980434716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"41","FH. Sole_Juv",1.1,0.559752182332525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494072533697024,0,0,0,0,0,0,0,0,0.0000751463124785877,0,0.0000806719995312155,0,0.0000699928681556686,0,0,0,0,0,0,0,0,0,0,0.000177708231326119,0,0.00307143254226088,0,0.0893127708799804,0,0.073139264090127,0,0,0,0.184868547288109,0,0.00858286332750533,0,0,0,0,0,0,0,0,0,0.0000530784693015282,0.0026109359344536,0.00400294581949533,0,0,0.000162933655201904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328787413356558,0.173216666302664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"42","FH. Sole",0.18,0.117912353273386,0,0,0,0,0,0.00572323159429094,0.00113670733577617,0.00000867186014449809,0.000000377055037863737,0.00168695073102425,0.00116315799011813,0.000118010382808238,0.00000796481432744228,0,0,0,0.000494072443576147,0,0,0,0,0,0,0,0,0.000075146181908746,0.00109704845271933,0.0000806720565809825,0.00210931333387161,0.0000699925703488409,0,0,0,0,0,0,0,0,0,0,0.000701797478840802,0,0.00307143195041242,0,0.00422089310404474,0,0.0209431390869463,0,0,0,0.00252704760392581,0,0.00974837529377943,0,0,0,0,0,0,0,0,0,0.0000530784230383333,0.00261093625437096,0.00400294773730462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436682991413126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"43","N. Rock sole",0.2,0.147966279656575,0,0,0,0,0,0.0242971786044529,0.000229725585984537,0.0000185961359904737,0,0.00151776897871709,0.00422503542064369,0.00000731255671952621,0,0,0,0,0.000494072521755616,0,0,0,0,0,0,0,0,0.0000751462274483529,0.00109704802603161,0.000236717703276303,0.00576941967028846,0.000069992587679464,0,0,0,0,0,0,0,0,0,0,0.000177708118644826,0,0.00307143176966581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000530784233645105,0.00261093626269962,0.00400294760796799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407960414209441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"44","S. Rock sole",0.2,0.161569520440688,0,0,0,0,0.00000232694665574907,0.0144705663827354,0.000136816681307714,0.0000110752209008831,0,0.000903931156688175,0.00251628621245054,0.00000435510802139098,0,0,0,0,0.000494072598642584,0,0,0,0,0,0,0,0,0.0000751461556118796,0.0010970478629413,0.0002367176378244,0.00576941872171647,0.0000699924788248871,0,0,0,0,0,0,0,0,0,0,0.000177708120106234,0,0.00307143114210615,0,0,0,0,0,0,0.00000969679088916779,0,0,0.000287255436429595,0,0,0,0,0,0,0,0,0,0.000053078567750445,0.00261093601931743,0.00400294798835419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242967233004743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"45","AK Plaice",0.2,0.171527900463084,0,0,0,0,0,0.000336433431972836,0,0,0,0.00000700931393271604,0.00000233871077716109,0,0,0,0,0,0.000494072658793934,0,0,0,0,0,0,0,0,0.0000751010865541817,0.00109727820072226,0.0000806662250983508,0.00210803696830743,0.0000699926712226997,0,0,0,0,0,0,0,0,0,0,0.000177632054110813,0,0.00307143879787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000532241837694836,0.00261093872601765,0.00400295236666621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142849841409377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"46","Dover Sole",0.2,0.0384454312269572,0,0,0,0,0,0.0635965523488999,0.00341169122867395,0.0000545423830040309,0.0000013926129029118,0.00507456774834119,0.00323150752937283,0.00404832727879043,0.000995396370288706,0,0,0,0.000494072388186746,0,0,0,0,0,0,0,0,0.0000751462341301392,0.0010970481869834,0.000080672070229318,0.0021093129112839,0.0000699925845421152,0,0,0,0,0,0,0,0,0,0,0.000177708205045875,0,0.00307143232144702,0,0.0516536403278026,0,0,0,0,0,0,0,0.0155099319054945,0,0,0,0,0,0,0,0,0,0.0000530785232892292,0.00261093574193071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413761987241385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"47","Rex Sole",0.2,0.0671012688623841,0,0,0,0,0.00000257436288996036,0.026054836788912,0.000810193132204359,0,0,0.000708987332425252,0.00250045325503097,0.000530152221420974,0,0,0,0,0.000494072636136063,0,0,0,0,0,0,0,0,0.0000751461566163544,0.00109704915749755,0.0000806720737420242,0.00210931300529318,0.0000699926182137953,0,0,0,0,0,0,0,0,0,0,0.00017770812265543,0,0.00307143110283001,0,0,0,0.000651413243103375,0,0,0,0.0150199760902224,0,0,0,0,0,0,0,0,0,0,0,0.0000530784272185538,0.0793916814112021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"48","Misc. Flatfish",0.2,0.0934401387534191,0,0,0,0,0.000103449490856559,0.044301515251324,0.00119220503204583,0.000169191064240263,0.000102257123437858,0.0373777465940931,0.00458393015535501,0.0006678988647743,0.0000773297506139288,0,0,0,0.000494072537166836,0,0,0,0,0,0,0,0,0.0000751462663747075,0.0010970489197309,0.0000621321936553104,0.00151161216615744,0.0000699927216409524,0,0,0,0,0,0,0,0,0,0,0.000177708075673407,0,0.00307143127658691,0,0,0,0.000371538459931093,0,0,0,0,0,0.000122929217495477,0,0,0,0,0,0,0,0,0,0.0000530785959247077,0.00261093610362679,0.00400294687862721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336515276768546,0.000898611739557542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"49","Other skates",0.2,0.0828642484541724,0.0352289680449563,0,0,0,0,0.0109560512723984,0.0117999211331359,0.00955634316916328,0.000000664671163716327,0.00302163141582219,0.00205119755311644,0.00122651937404733,0.00486434843514625,0,0,0.00699320981504722,0,0,0,0,0,0,0,0,0,0,0,0.000450198508022594,0.0109983158992257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190821102546517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"50","Longnose skate",0.2,0.0555164092097932,0.0591782950349796,0,0,0,0,0.0138031298680514,0.0148662901839173,0.0120396979666876,0.000000836390044063279,0.00380683732776598,0.00258423010698555,0.00154524870138382,0.00612840678151481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004501981030548,0.0109983183889456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190821019367868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"51","Big skate",0.2,0.109897919394308,0.0264455,0,0,0,0.00000675943396226415,0.00832723584905661,0.00896862735849057,0.00726338679245283,0.000000504716981132076,0.00229661698113208,0.00155903113207547,0.00093222641509434,0.0036971820754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451294968780662,0.011025116465096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191285984171397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"52","Sablefish_Juv",1.65,1.29011266653806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000751619686182775,0.00109711411441534,0.0057293877309234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349544815792971,0,0,0,0,0,0,0,0,0,0,0,0.0000531146149520725,0.00207205974694453,0.00131567949309374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"53","Sablefish",0.19,0.0279206098046546,0.00363736418398095,0,0,0,0.0000431626794879902,0.00331077985923412,0.000960439936063719,0.000347142787055447,0.00000176534388617633,0.000374549954862635,0.000397298242310518,0.00549124257815356,0.0521879410608746,0,0,0.00639853719217675,0,0,0,0,0,0,0,0,0,0.0000751461825111295,0.00109704863098384,0,0.00286368463322611,0,0,0,0,0,0,0,0,0,0,0,0,0.0802200698042995,0,0,0,0,0,0,0,0,0,0,0.00464085623344343,0,0,0,0,0,0,0,0,0,0.0000323608927985585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"54","Eelpouts",0.4,0.08,0,0,0,0,0,0.0000100258461887474,0.000000541942707049474,0.000000337258871053658,0.000000103093051341012,0.00000104642263861164,0.00000576804683336285,0.0000043644602901053,0.000000599498299464812,0,0,0.00559610562208933,0,0.0207610052998795,0,0,0,0,0,0,0,0.0000619092483480407,0.000903804585926658,0,0,0.000849569966575547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922452637241067,0,0.0282948788270637,0,0,0.000236575258626808,0.173426505515297,0,0.0116793136176844,0,0,0.00466717294849818,0,0,0.00000119251142631527,0,0,0,0.000080904278514642,0.00170707038244331,0.0199050335922537,0,0.0000481060780235965,0.03691398,0,0,0,0,0,0,0,0,0,0.000000832619972082072,0.0000592138562291496,0,0,0,0,0.00555951284987688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"55","Grenadiers",0.15,0.102417956714182,0,0,0,0,0,0.00164417992227505,0.000122427863184447,0.000035361849798006,0,0.0000446924540015101,0.000845151302618774,0.00114317399677351,0.0371842828446149,0,0,0.00655925800796377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000351504459340767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"56","Misc. fish deep",0.1850308,0.0658473766194957,0,0,0,0,0,0.0087924244053959,0.00449822655032557,0.00187178955763449,0.00142002227305878,0.00788904068440466,0.00137013088373411,0.0121714789415968,0.0143078594514899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416421908858853,0,0.0000133773362759656,0,0,0,0.000419348902927241,0,0,0,0,0,0,0,0,0,0,0,0.000066461285409966,0,0,0,0,0,0,0,0,0.062199044019729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"57","POP_Juv",1.1,1.09214329050558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699320982475288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321706384927235,0,0.00015929855707695,0.0000447951857614923,0.0000150978969239856,0.000216755377681567,0.000027439976991436,0.0000152250839978525,0.0000116620111131742,0.0000190276290424623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000324915661030962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"58","POP",0.09,0.0476705687952128,0.000046876343757951,0,0,0,0.0000825057717284806,0.00125745590511253,0.0024176206121452,0.000000490191005583848,0.00000107922906907601,0.000144068932678968,0.000331910696976434,0.0144483650208929,0.0000234500668317924,0,0,0.0069932036762415,0,0,0,0,0,0,0,0,0,0.000318213812064749,0.00452697071066392,0.0000554734683487579,0.00114845177227474,0.000321707475996039,0,0.000158954466582979,0.000044696215655554,0.0000150649319562309,0.000216276480176686,0.0000273793513375042,0.0000151914458255674,0.000011636245164095,0.0000189855895591992,0,0.000544739038025571,0.00103658794303391,0.00380361817734376,0,0,0,0.0000125291463603764,0,0,0,0,0,0.00427356757985813,0,0,0,0,0,0,0,0,0,0.0000323609081182696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"59","Sharpchin Rock",0.1,0.02,0.000111318077378761,0,0,0,0,0.00223247705631,0.0186236307802335,0.0000405044408316274,0.0000010513590536171,0.00266761315725975,0.000216992091014824,0.0402844124540819,0.000279964600219304,0,0,0.00563459681191909,0,0,0,0,0,0,0,0,0,0.000256392742317192,0.00364749132083119,0.0000446963221716193,0.00092533597587258,0.000259207685339221,0,0.0001280740040385,0.0000360128225342859,0.0000121382367660757,0.000174259193641043,0.0000220602059113897,0.0000122401155116003,0.0000093756043081899,0.0000152971489303093,0,0.000438909464947503,0.000835204412284648,0.00306466992549794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000260739907237621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
