EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"3/27/2015 11:10:12 AM"
ModelName,REcosystem
EcosimScenario,"Base Scenario"
TimeSeries,(none)
StartYear,0

Data, Biomass

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
0.01493801, 0.4543591, 0.02500016, 0.1303731, 1.389397, 1.243635, 5.546152, 0.06985801, 5.766761, 0.09644626, 0.7396339, 7.40583, 5.103937, 4.703391, 5.091116, 19.78413, 6.999736, 17.39787, 22.99693, 10.00104, 1E-20, 1.00058E-20
0.0149381, 0.4543588, 0.02500021, 0.130373, 1.389403, 1.24367, 5.546082, 0.06985786, 5.766757, 0.09644658, 0.7396277, 7.406036, 5.104003, 4.70344, 5.091053, 19.78429, 6.999725, 17.39782, 22.99691, 10.00105, 1E-20, 1.000594E-20
0.01493819, 0.4543585, 0.02500027, 0.130373, 1.38941, 1.243697, 5.546018, 0.06985771, 5.766754, 0.09644704, 0.7396213, 7.40624, 5.104068, 4.703486, 5.090987, 19.78445, 6.999715, 17.39778, 22.99691, 10.00105, 1E-20, 1.000606E-20
0.01493829, 0.4543582, 0.02500032, 0.1303729, 1.389416, 1.243717, 5.545958, 0.06985756, 5.766749, 0.09644762, 0.7396149, 7.40644, 5.104131, 4.70353, 5.09092, 19.7846, 6.999706, 17.39774, 22.9969, 10.00105, 1E-20, 1.000619E-20
0.01493839, 0.454358, 0.02500038, 0.1303729, 1.389423, 1.24373, 5.545903, 0.06985741, 5.766745, 0.09644829, 0.7396084, 7.406637, 5.104192, 4.703572, 5.090852, 19.78474, 6.999697, 17.3977, 22.99689, 10.00106, 1E-20, 1.000631E-20
0.01493849, 0.4543576, 0.02500044, 0.1303728, 1.38943, 1.243736, 5.545854, 0.06985726, 5.766741, 0.09644902, 0.7396019, 7.40683, 5.104251, 4.703612, 5.090784, 19.78487, 6.999688, 17.39766, 22.99689, 10.00106, 1E-20, 1.000642E-20
0.01493859, 0.4543573, 0.0250005, 0.1303728, 1.389438, 1.243737, 5.545809, 0.06985711, 5.766737, 0.09644981, 0.7395953, 7.407019, 5.104308, 4.70365, 5.090716, 19.785, 6.999679, 17.39762, 22.99688, 10.00106, 1E-20, 1.000654E-20
0.01493869, 0.454357, 0.02500056, 0.1303728, 1.389445, 1.243732, 5.545769, 0.06985696, 5.766732, 0.09645063, 0.7395887, 7.407204, 5.104363, 4.703686, 5.090649, 19.78512, 6.999671, 17.39759, 22.99688, 10.00106, 1E-20, 1.000664E-20
0.0149388, 0.4543566, 0.02500062, 0.1303728, 1.389453, 1.243723, 5.545733, 0.06985682, 5.766727, 0.09645148, 0.7395821, 7.407385, 5.104415, 4.703719, 5.090582, 19.78524, 6.999663, 17.39755, 22.99688, 10.00107, 1E-20, 1.000675E-20
0.0149389, 0.4543563, 0.02500067, 0.1303728, 1.38946, 1.24371, 5.545701, 0.06985667, 5.766723, 0.09645233, 0.7395754, 7.407561, 5.104465, 4.70375, 5.090516, 19.78535, 6.999655, 17.39752, 22.99689, 10.00107, 1E-20, 1.000684E-20
0.01493901, 0.454356, 0.02500073, 0.1303729, 1.389468, 1.243695, 5.545671, 0.06985654, 5.766718, 0.09645317, 0.7395687, 7.407732, 5.104514, 4.703779, 5.090451, 19.78545, 6.999648, 17.39749, 22.99689, 10.00107, 1E-20, 1.000694E-20
0.01493912, 0.4543557, 0.02500079, 0.1303729, 1.389476, 1.243678, 5.545645, 0.06985641, 5.766714, 0.09645399, 0.739562, 7.407898, 5.104559, 4.703806, 5.090388, 19.78554, 6.999641, 17.39746, 22.9969, 10.00106, 1E-20, 1.000703E-20
0.01493923, 0.4543553, 0.02500085, 0.130373, 1.389484, 1.24366, 5.545622, 0.06985629, 5.766709, 0.09645481, 0.7395554, 7.40806, 5.104603, 4.703831, 5.090326, 19.78563, 6.999634, 17.39743, 22.9969, 10.00106, 1E-20, 1.000711E-20
0.01493934, 0.454355, 0.02500091, 0.130373, 1.389492, 1.243642, 5.545601, 0.06985618, 5.766704, 0.09645557, 0.7395487, 7.408216, 5.104645, 4.703854, 5.090265, 19.78571, 6.999627, 17.39741, 22.99691, 10.00106, 1E-20, 1.000719E-20
0.01493946, 0.4543547, 0.02500098, 0.1303731, 1.3895, 1.243624, 5.545583, 0.06985608, 5.766698, 0.09645631, 0.739542, 7.408368, 5.104684, 4.703874, 5.090205, 19.78578, 6.99962, 17.39738, 22.99692, 10.00106, 1E-20, 1.000727E-20
0.01493957, 0.4543543, 0.02500104, 0.1303732, 1.389508, 1.243608, 5.545567, 0.06985599, 5.766693, 0.096457, 0.7395353, 7.408514, 5.104722, 4.703893, 5.090146, 19.78585, 6.999614, 17.39736, 22.99692, 10.00106, 1E-20, 1.000734E-20
0.01493968, 0.454354, 0.0250011, 0.1303733, 1.389516, 1.243594, 5.545554, 0.0698559, 5.766688, 0.09645764, 0.7395287, 7.408656, 5.104757, 4.703909, 5.090087, 19.78591, 6.999608, 17.39734, 22.99693, 10.00106, 1E-20, 1.00074E-20
0.0149398, 0.4543536, 0.02500116, 0.1303734, 1.389524, 1.243581, 5.545543, 0.06985582, 5.766683, 0.09645822, 0.739522, 7.408792, 5.104791, 4.703924, 5.09003, 19.78597, 6.999602, 17.39731, 22.99693, 10.00105, 1E-20, 1.000746E-20
0.01493991, 0.4543533, 0.02500123, 0.1303735, 1.389532, 1.243571, 5.545534, 0.06985576, 5.766677, 0.09645874, 0.7395155, 7.408923, 5.104822, 4.703937, 5.089972, 19.78602, 6.999596, 17.39729, 22.99693, 10.00105, 1E-20, 1.000752E-20
0.01494003, 0.4543529, 0.02500129, 0.1303736, 1.389539, 1.243563, 5.545527, 0.06985569, 5.766672, 0.09645921, 0.7395089, 7.409049, 5.104852, 4.703948, 5.089916, 19.78607, 6.99959, 17.39727, 22.99694, 10.00105, 1E-20, 1.000757E-20
0.01494015, 0.4543526, 0.02500135, 0.1303737, 1.389547, 1.243557, 5.545522, 0.06985563, 5.766666, 0.09645961, 0.7395024, 7.40917, 5.104879, 4.703958, 5.089859, 19.78611, 6.999585, 17.39725, 22.99694, 10.00105, 1E-20, 1.000762E-20
0.01494026, 0.4543522, 0.02500142, 0.1303739, 1.389555, 1.243553, 5.545519, 0.06985559, 5.766661, 0.09645995, 0.7394959, 7.409285, 5.104905, 4.703965, 5.089802, 19.78614, 6.99958, 17.39723, 22.99694, 10.00105, 1E-20, 1.000766E-20
0.01494038, 0.4543518, 0.02500148, 0.130374, 1.389562, 1.243552, 5.545516, 0.06985553, 5.766655, 0.09646023, 0.7394895, 7.409395, 5.104928, 4.703971, 5.089745, 19.78617, 6.999575, 17.39721, 22.99694, 10.00105, 1E-20, 1.00077E-20
